name,unified_sutra_code,sutra_code,sutra_name,due_reel_count,existed_reel_count,start_volume,end_volume,remark
GL0001,UN0246,GL0001,大般若波羅蜜多經,600,600,,,
GL0002,UN0247,GL0002,放光般若波羅蜜經,20,20,,,
GL0003,UN0249,GL0003,摩訶般若波羅蜜經,27,27,,,
GL0004,UN0248,GL0004,光讚經,10,10,,,
GL0005,UN0252,GL0005,摩訶般若鈔經,5,5,,,
GL0006,UN0250,GL0006,道行般若經,10,10,,,
GL0007,UN0253,GL0007,小品般若波羅蜜經,10,10,,,
GL0008,UN0256,GL0008,勝天王般若波羅蜜經,7,7,,,
GL0009,UN0251,GL0009,大明度經,6,6,,,
GL0010,UN0257,GL0010,文殊師利所說摩訶般若波羅蜜經,2,2,,,
GL0011,UN0258,GL0011,文殊師利所說般若波羅蜜經,1,1,,,
GL0012,UN0259,GL0012,佛說濡首菩薩無上淸淨分衛經,2,2,,,
GL0013,UN0260,GL0013,金剛般若波羅蜜經,1,1,,,
GL0014,UN0261,GL0014,金剛般若波羅蜜經,1,1,,,
GL0015,UN0262,GL0015,金剛般若波羅蜜經,1,1,,,
GL0016,UN0264,GL0016,能斷金剛般若波羅蜜多經,1,1,,,
GL0017,UN0265,GL0017,佛說能斷金剛般若波羅蜜多經,1,1,,,
GL0018,UN0266,GL0018,實相般若波羅蜜經,1,1,,,
GL0019,UN0271,GL0019,佛說仁王般若波羅蜜經,2,2,,,
GL0020,UN0277,GL0020,般若波羅蜜多心經,1,1,,,
GL0021,UN0278,GL0021,摩訶般若波羅蜜大明呪經,1,1,,,
GL0022,UN0342,GL0022,大寶積經,120,120,,,
GL0023,UN0343,GL0023,大方廣三戒經,3,3,,,
GL0024,UN0391,GL0024,佛說無量淸淨平等覺經,4,4,,,
GL0025,,GL0025,佛說阿彌陀三耶三佛薩樓佛檀過度人道經,2,2,,,
GL0026,UN0390,GL0026,佛說無量壽經,2,2,,,
GL0027,UN0345,GL0027,阿閦佛國經,2,2,,,
GL0028,UN0346,GL0028,佛說大乘十法經,1,1,,,
GL0029,UN0347,GL0029,佛說普門品經,1,1,,,
GL0030,UN0349,GL0030,佛說胞胎經,1,1,,,
GL0031,UN0350,GL0031,文殊師利佛土嚴淨經,2,2,,,
GL0032,UN0355,GL0032,法鏡經,1,1,,,
GL0033,UN0354,GL0033,郁迦羅越問菩薩行經,1,1,,,
GL0034,UN0356,GL0034,佛說幻士仁賢經,1,1,,,
GL0035,UN0357,GL0035,佛說決定毗尼經,1,1,,,
GL0036,,GL0036,須摩提經,1,1,,,
GL0037,UN0359,GL0037,發覺淨心經,2,2,,,
GL0038,UN0364,GL0038,佛說優填王經,1,1,,,
GL0039,UN0366,GL0039,佛說須摩提菩薩經,1,1,,,
GL0040,UN0367,GL0040,佛說阿闍貰王女阿術達菩薩經,1,1,,,
GL0041,UN0368,GL0041,佛說離垢施女經,1,1,,,
GL0042,UN0369,GL0042,得無垢女經,1,1,,,
GL0043,UN0370,GL0043,文殊師利所說不思議佛境界經,2,2,,,
GL0044,UN0372,GL0044,佛說如幻三昧經,2,2,,,
GL0045,UN0371,GL0045,聖善住意天子所問經,3,3,,,
GL0046,UN0373,GL0046,佛說太子刷護經,1,1,,,
GL0047,UN0374,GL0047,佛說太子和休經,1,1,,,
GL0048,UN0375,GL0048,慧上菩薩問大善權經,2,2,,,
GL0049,UN0377,GL0049,大乘顯識經,2,2,,,
GL0050,UN0378,GL0050,佛說大乘方等要慧經,1,1,,,
GL0051,UN0379,GL0051,彌勒菩薩所問本願經,1,1,,,
GL0052,UN0380,GL0052,佛說遺日摩尼寶經,1,1,,,
GL0053,UN0381,GL0053,佛說摩訶衍寶嚴經,1,1,,,
GL0054,UN0383,GL0054,勝鬘師子吼一乘大方便方廣經,1,1,,,
GL0055,UN0384,GL0055,毗耶娑問經,2,2,,,
GL0056,UN0432,GL0056,大方等大集經,60,60,,,
GL0057,UN0451,GL0057,大乘大集地藏十輪經,10,10,,,
GL0058,UN0452,GL0058,大方廣十輪經,8,8,,,
GL0059,,GL0059,大乘大集經,2,2,,,
GL0060,UN0455,GL0060,菩薩念佛三昧經,5,5,,,
GL0061,UN0449,GL0061,虛空孕菩薩經,2,2,,,
GL0062,UN0446,GL0062,虛空藏菩薩經,1,1,,,
GL0063,UN0447,GL0063,虛空藏菩薩神呪經,1,1,,,
GL0064,UN0450,GL0064,觀虛空藏菩薩經,1,1,,,
GL0065,UN0456,GL0065,大方等大集經菩薩念佛三昧分,10,10,,,
GL0066,UN0457,GL0066,大方等大集經賢護分,5,5,,,
GL0067,UN0458,GL0067,般舟三昧經,3,3,,,
GL0068,UN0459,GL0068,佛說般舟三昧經,1,1,,,
GL0069,UN0460,GL0069,拔陂菩薩經,1,1,,,
GL0070,UN0438,GL0070,阿差末菩薩經,7,7,,,
GL0071,UN0437,GL0071,無盡意菩薩經,6,6,,,
GL0072,UN0440,GL0072,大哀經,8,8,,,
GL0073,UN0463,GL0073,大集譬喻王經,2,2,,,
GL0074,UN0441,GL0074,寶女所問經,4,4,,,
GL0075,UN0461,GL0075,自在王菩薩經,2,2,,,
GL0076,UN0462,GL0076,奮迅王問經,2,2,,,
GL0077,UN0443,GL0077,佛說無言童子經,2,2,,,
GL0078,UN0445,GL0078,寶星陀羅尼經,10,10,,,
GL0079,UN0310,GL0079,大方廣佛華嚴經,60,60,,,
GL0080,UN0309,GL0080,大方廣佛華嚴經,80,80,,,
GL0081,UN0337,GL0081,信力入印法門經,5,5,,,
GL0082,UN0336,GL0082,佛華嚴入如來德智不思議境界經,2,2,,,
GL0083,UN1163,GL0083,大乘金剛髻珠菩薩修行分,1,1,,,
GL0084,UN0338,GL0084,大方廣佛花嚴經修慈分,1,1,,,
GL0085,UN0335,GL0085,度諸佛境界智光嚴經,1,1,,,
GL0086,UN0334,GL0086,大方廣入如來智德不思議經,1,1,,,
GL0087,UN0332,GL0087,大方廣如來不思議境界經,1,1,,,
GL0088,UN0333,GL0088,大方廣佛華嚴經不思議佛境界分,1,1,,,
GL0089,UN0316,GL0089,漸備一切智德經,5,5,,,
GL0090,UN0311,GL0090,佛說兜沙經,1,1,,,
GL0091,UN0330,GL0091,大方廣普賢所說經,1,1,,,
GL0092,UN0314,GL0092,菩薩十住行道品,1,1,,,
GL0093,UN0313,GL0093,諸菩薩求佛本業經,1,1,,,
GL0094,UN0312,GL0094,佛說菩薩本業經,1,1,,,
GL0095,UN0339,GL0095,佛說莊嚴菩提心經,1,1,,,
GL0096,UN0340,GL0096,佛說大方廣菩薩十地經,1,1,,,
GL0097,UN0315,GL0097,佛說菩薩十住經,1,1,,,
GL0098,UN0317,GL0098,十住經,4,4,,,
GL0099,UN0322,GL0099,佛說如來興顯經,4,4,,,
GL0100,UN0319,GL0100,等目菩薩所問三昧經,3,3,,,
GL0101,UN0320,GL0101,顯無邊佛土功德經,1,1,,,
GL0102,UN0326,GL0102,佛說羅摩伽經,3,3,,,
GL0103,UN0323,GL0103,度世品經,6,6,,,
GL0104,UN0327,GL0104,大方廣佛華嚴經入法界品,1,1,,,
GL0105,UN0409,GL0105,大般涅槃經,40,40,,,
GL0106,UN0411,GL0106,佛說大般泥洹經,6,6,,,
GL0107,UN0412,GL0107,大般涅槃經後分,2,2,,,
GL0108,UN0413,GL0108,佛說方等般泥洹經,2,2,,,
GL0109,UN0414,GL0109,四童子三昧經,3,3,,,
GL0110,UN0415,GL0110,大悲經,5,5,,,
GL0111,UN0244,GL0111,方廣大莊嚴經,12,12,,,
GL0112,UN0245,GL0112,佛說普曜經,8,8,,,
GL0113,UN0300,GL0113,佛說法華三昧經,1,1,,,
GL0114,,GL0114,無量義經德行品,1,1,,,
GL0115,UN0295,GL0115,薩曇分陀利經,1,1,,,
GL0116,UN0292,GL0116,妙法蓮華經,7,7,,,
GL0117,UN0293,GL0117,正法華經,10,10,,,
GL0118,UN0294,GL0118,添品妙法蓮華經,7,7,,,
GL0119,UN0645,GL0119,維摩詰所說經,3,3,,,
GL0120,UN0646,GL0120,佛說維摩詰經,2,2,,,
GL0121,UN0647,GL0121,說無垢稱經,6,6,,,
GL0122,UN0649,GL0122,佛說大方等頂王經,1,1,,,
GL0123,UN0650,GL0123,大乘頂王經,1,1,,,
GL0124,UN0648,GL0124,善思童子經,2,2,,,
GL0125,UN0218,GL0125,大乘悲分陀利經,8,8,,,
GL0126,UN0217,GL0126,悲華經,10,10,,,
GL0127,UN0757,GL0127,金光明最勝王經,10,10,,,
GL0128,UN0759,GL0128,合部金光明經,8,8,,,
GL0129,UN0726,GL0129,佛說伅真陀羅所問如來三昧經,3,3,,,
GL0130,UN0725,GL0130,大樹緊那羅王所問經,4,4,,,
GL0131,UN0834,GL0131,佛說道神足無極變化經,4,4,,,
GL0132,UN0833,GL0132,佛昇忉利天為母說法經,3,3,,,
GL0133,UN0659,GL0133,佛說寶雨經,10,10,,,
GL0134,UN0660,GL0134,寶雲經,7,7,,,
GL0135,UN0299,GL0135,佛說阿惟越致遮經,3,3,,,
GL0136,UN0297,GL0136,佛說廣博嚴淨不退轉輪經,6,6,,,
GL0137,UN0298,GL0137,不退轉法輪經,4,4,,,
GL0138,UN0746,GL0138,不必定入定入印經,1,1,,,
GL0139,UN0745,GL0139,入定不定印經,1,1,,,
GL0140,UN0417,GL0140,等集眾德三昧經,3,3,,,
GL0141,UN0416,GL0141,集一切福德三昧經,3,3,,,
GL0142,UN0709,GL0142,持心梵天所問經,4,4,,,
GL0143,UN0708,GL0143,思益梵天所問經,4,4,,,
GL0144,UN0710,GL0144,勝思惟梵天所問經,6,6,,,
GL0145,UN0653,GL0145,持人菩薩經,4,4,,,
GL0146,UN0652,GL0146,持世經,4,4,,,
GL0147,UN0306,GL0147,佛說濟諸方等學經,1,1,,,
GL0148,UN0305,GL0148,大乘方廣總持經,1,1,,,
GL0149,UN0631,GL0149,佛說文殊師利現寶藏經,2,2,,,
GL0150,UN0630,GL0150,大方廣寶篋經,3,3,,,
GL0151,UN0768,GL0151,大乘同性經,2,2,,,
GL0152,UN0769,GL0152,證契大乘經,2,2,,,
GL0153,UN0771,GL0153,深密解脫經,5,5,,,
GL0154,UN0770,GL0154,解深密經,5,5,,,
GL0155,UN0772,GL0155,佛說解節經,1,1,,,
GL0156,UN0773,GL0156,相續解脫地波羅蜜了義經,1,1,,,
GL0157,UN0803,GL0157,緣生初勝分法本經,2,2,,,
GL0158,UN0802,GL0158,分別緣起初勝法門經,2,2,,,
GL0159,UN0764,GL0159,楞伽阿跋多羅寶經,4,4,,,
GL0160,UN0765,GL0160,入楞伽經,10,10,,,
GL0161,UN0766,GL0161,大乘入楞伽經,7,7,,,
GL0162,UN0303,GL0162,佛說菩薩行方便境界神通變化經,3,3,,,
GL0163,UN0302,GL0163,大薩遮尼乾子所說經,10,10,,,
GL0164,UN0422,GL0164,大方等無想經,6,6,,,
GL0165,UN1012,GL0165,大雲經請雨品第六十四,1,1,,,
GL0166,UN1013,GL0166,大雲輪請雨經,2,2,,,
GL0167,UN1011,GL0167,大方等大雲經請雨品第六十四,1,1,,,
GL0168,UN0751,GL0168,諸法無行經,2,2,,,
GL0169,UN0752,GL0169,佛說諸法本無經,3,3,,,
GL0170,UN0736,GL0170,無極寶三昧經,2,2,,,
GL0171,UN0737,GL0171,佛說寶如來三昧經,2,2,,,
GL0172,UN0733,GL0172,佛說慧印三昧經,1,1,,,
GL0173,UN0734,GL0173,佛說如來智印經,1,1,,,
GL0174,UN13812,GL0174,佛說灌頂七萬二千神王護比丘呪經,12,12,,,
GL0175,UN0729,GL0175,文殊師利普超三昧經,3,3,,,
GL0176,UN0619,GL0176,佛說藥師如來本願經,1,1,,,
GL0177,UN0620,GL0177,藥師琉璃光如來本願功德經,1,1,,,
GL0178,UN0621,GL0178,藥師琉璃光七佛本願功德經,2,2,,,
GL0179,UN0728,GL0179,佛說阿闍世王經,2,2,,,
GL0180,UN0730,GL0180,佛說放鉢經,1,1,,,
GL0181,UN0739,GL0181,月燈三昧經,10,10,,,
GL0182,UN0740,GL0182,佛說月燈三昧經,1,1,,,
GL0183,UN0741,GL0183,佛說月燈三昧經,1,1,,,
GL0184,UN0832,GL0184,佛說無希望經,1,1,,,
GL0185,UN0831,GL0185,佛說象腋經,1,1,,,
GL0186,UN0836,GL0186,佛說大淨法門經,1,1,,,
GL0187,UN0835,GL0187,大莊嚴法門經,2,2,,,
GL0188,UN0388,GL0188,如來莊嚴智慧光明入一切佛境界經,2,2,,,
GL0189,UN0389,GL0189,度一切諸佛境界智嚴經,1,1,,,
GL0190,UN0406,GL0190,後出阿彌陀佛偈,1,1,,,
GL0191,UN0396,GL0191,佛說觀無量壽佛經,1,1,,,
GL0192,UN0392,GL0192,佛說阿彌陀經,1,1,,,
GL0193,UN0399,GL0193,稱讚淨土佛攝受經,1,1,,,
GL0194,UN0628,GL0194,佛說觀彌勒菩薩上生兜率天經,1,1,,,
GL0195,UN0623,GL0195,佛說彌勒大成佛經,1,1,,,
GL0196,UN0627,GL0196,佛說彌勒來時經,1,1,,,
GL0197,UN0624,GL0197,佛說彌勒下生經,1,1,,,
GL0198,UN0625,GL0198,佛說彌勒下生成佛經,1,1,,,鳩摩羅什譯
GL0199,UN0626,GL0199,佛說彌勒下生成佛經,1,1,,,義凈譯
GL0200,UN0840,GL0200,佛說諸法勇王經,1,1,,,
GL0201,UN0841,GL0201,佛說一切法高王經,1,1,,,
GL0202,UN0851,GL0202,第一義法勝經,1,1,,,
GL0203,UN0850,GL0203,大威燈光仙人問疑經,1,1,,,
GL0204,UN0695,GL0204,順權方便經,2,2,,,
GL0205,UN0694,GL0205,樂瓔珞莊嚴方便品經,1,1,,,
GL0206,UN0212,GL0206,六度集經,8,8,,,
GL0207,UN0231,GL0207,太子須大拏經,1,1,,,
GL0208,UN02341,GL0208,佛說菩薩睒子經,1,1,,,
GL0209,UN02351,GL0209,佛說睒子經,1,1,,,
GL0210,UN0228,GL0210,佛說太子墓魄經,1,1,,,
GL0211,UN0241,GL0211,佛說九色鹿經,1,1,,,
GL0212,UN0227,GL0212,佛說太子慕魄經,1,1,,,
GL0213,UN0845,GL0213,無字寶篋經,1,1,,,
GL0214,UN0846,GL0214,大乘離文字普光明藏經,1,1,,,
GL0215,UN0844,GL0215,大乘遍照光明藏無字法門經,1,1,,,
GL0216,UN0688,GL0216,佛說老女人經,1,1,,,
GL0217,UN0689,GL0217,佛說老母經,1,1,,,
GL0218,UN0690,GL0218,佛說老母女六英經,1,1,,,
GL0219,UN0679,GL0219,佛說月光童子經,1,1,,,
GL0220,UN0680,GL0220,申日兒本經,1,1,,,
GL0221,UN0677,GL0221,佛說德護長者經,2,2,,,
GL0222,UN0632,GL0222,文殊師利問菩提經,1,1,,,
GL0223,UN0633,GL0223,伽耶山頂經,1,1,,,
GL0224,UN0634,GL0224,佛說象頭精舍經,1,1,,,
GL0225,UN0635,GL0225,大乘伽耶山頂經,1,1,,,
GL0226,UN0673,GL0226,佛說長者子制經,1,1,,,
GL0227,UN0674,GL0227,佛說菩薩逝經,1,1,,,
GL0228,UN0672,GL0228,佛說逝童子經,1,1,,,
GL0229,UN0826,GL0229,佛說犢子經,1,1,,,
GL0230,UN0825,GL0230,佛說乳光佛經,1,1,,,
GL0231,UN0692,GL0231,佛說無垢賢女經,1,1,,,
GL0232,UN0693,GL0232,佛說腹中女聽經,1,1,,,
GL0233,UN0691,GL0233,佛說轉女身經,1,1,,,
GL0234,UN0678,GL0234,佛說申日經,1,1,,,
GL0235,UN0763,GL0235,佛說無上依經,2,2,,,
GL0236,UN0781,GL0236,甚稀有經,1,1,,,
GL0237,UN0780,GL0237,佛說未曾有經,1,1,,,
GL0238,UN0829,GL0238,佛說決定摠持經,1,1,,,
GL0239,UN0828,GL0239,謗佛經,1,1,,,
GL0240,UN0386,GL0240,佛說寶積三昧文殊師利菩薩問法身經,1,1,,,
GL0241,UN0385,GL0241,入法界體性經,1,1,,,
GL0242,UN0848,GL0242,如來師子吼經,1,1,,,
GL0243,UN0847,GL0243,大方廣師子吼經,1,1,,,
GL0244,UN0642,GL0244,大乘百福相經,1,1,,,
GL0245,UN0643,GL0245,大乘百福莊嚴相經,1,1,,,
GL0246,UN0814,GL0246,大乘四法經,1,1,,,
GL0247,UN0815,GL0247,佛說菩薩修行四法經,1,1,,,
GL0248,UN1562,GL0248,善恭敬經,1,1,,,
GL0249,UN0783,GL0249,佛說稀有校量功德經,1,1,,,
GL0250,UN0782,GL0250,最無比經,1,1,,,
GL0251,UN0238,GL0251,前世三轉經,1,1,,,
GL0252,UN0239,GL0252,銀色女經,1,1,,,
GL0253,UN0664,GL0253,阿闍世王授決經,1,1,,,
GL0254,UN0665,GL0254,採花違王上佛授決號妙花經,1,1,,,
GL0255,UN1563,GL0255,佛說正恭敬經,1,1,,,
GL0256,UN0855,GL0256,稱讚大乘功德經,1,1,,,
GL0257,UN0856,GL0257,說妙法決定業障經,1,1,,,
GL0258,UN0668,GL0258,如來示敎勝軍王經,1,1,,,
GL0259,UN0116,GL0259,緣起聖道經,1,1,,,
GL0260,UN0667,GL0260,佛說諫王經,1,1,,,
GL0261,UN0669,GL0261,佛爲勝光天子說王法經,1,1,,,
GL0262,UN0788,GL0262,浴佛功德經,1,1,,,
GL0263,UN0820,GL0263,曼殊室利呪藏中校量數珠功德經,1,1,,,
GL0264,UN0704,GL0264,佛說大方等修多羅王經,1,1,,,
GL0265,UN0639,GL0265,佛說文殊師利巡行經,1,1,,,
GL0266,UN0705,GL0266,佛說轉有經,1,1,,,
GL0267,UN0638,GL0267,佛說文殊尸利行經,1,1,,,
GL0268,UN0798,GL0268,了本生死經,1,1,,,
GL0269,UN0115,GL0269,貝多樹下思惟十二因緣經,1,1,,,
GL0270,UN0686,GL0270,佛說龍施女經,1,1,,,
GL0271,UN0597,GL0271,佛說八吉祥神呪經,1,1,,,
GL0272,UN0799,GL0272,佛說稻芉經,1,1,,,
GL0273,UN0724,GL0273,佛說自誓三昧經,1,1,,,
GL0274,UN0723,GL0274,佛說如來獨證自誓三昧經,1,1,,,
GL0275,UN0687,GL0275,佛說龍施菩薩本起經,1,1,,,
GL0276,UN0598,GL0276,佛說八陽神呪經,1,1,,,
GL0277,UN0778,GL0277,佛說盂蘭盆經,1,1,,,
GL0278,UN0790,GL0278,佛說灌洗佛形像經,1,1,,,
GL0279,UN0791,GL0279,佛說摩訶剎頭經,1,1,,,
GL0280,UN0784,GL0280,佛說造立形像福報經,1,1,,,
GL0281,UN0785,GL0281,佛說作佛形像經,1,1,,,
GL0282,UN0596,GL0282,八佛名號經,1,1,,,
GL0283,UN0779,GL0283,佛說報恩奉瓰經,1,1,,,
GL0284,UN0789,GL0284,佛說浴像功德經,1,1,,,
GL0285,UN0821,GL0285,佛說校量數珠功德經,1,1,,,
GL0286,UN0599,GL0286,八吉祥經,1,1,,,
GL0287,UN1124,GL0287,不空羂索神變眞言經,30,30,,,
GL0288,UN1126,GL0288,不空羂索呪經,1,1,,,
GL0289,UN1127,GL0289,不空羂索神呪心經,1,1,,,
GL0290,UN1131,GL0290,不空羂索陀羅尼自在王呪經,3,3,,,
GL0291,UN1132,GL0291,不空羂索陀羅尼經,1,1,,,
GL0292,UN10801,GL0292,千眼千臂觀世音菩薩陀羅尼神呪經,2,2,,,
GL0293,UN1079,GL0293,千手千眼觀世音菩薩姥陀羅尼身經,1,1,,,
GL0294,UN10821,GL0294,佛說千手千眼觀世音菩薩廣大圓滿無礙大悲心陀羅尼經,1,1,,,
GL0295,UN1115,GL0295,觀世音菩薩如意摩尼陀羅尼經,1,1,,,
GL0296,UN1114,GL0296,觀世音菩薩祕密藏如意輪陀羅尼神呪經,1,1,,,
GL0297,UN1113,GL0297,佛說觀自在菩薩如意心陀羅尼呪經,1,1,,,
GL0298,UN1112,GL0298,如意輪陁羅尼經,1,1,,,
GL0299,UN1220,GL0299,大方廣菩薩藏經中文殊師利根本一字陀羅尼經,1,1,,,
GL0300,UN1221,GL0300,曼殊室利菩薩呪藏中一字呪王經,1,1,,,
GL0301,UN1393,GL0301,佛說十二佛名神呪校量功德除障滅罪經,1,1,,,
GL0302,UN1394,GL0302,佛說稱讚如來功德神呪經,1,1,,,
GL0303,UN1006,GL0303,佛說大孔雀呪王經,3,3,,,
GL0304,UN1009,GL0304,孔雀王呪經,1,1,,,
GL0305,UN1007,GL0305,大金色孔雀王呪經,1,1,,,
GL0306,UN1008,GL0306,佛說大金色孔雀王呪經,1,1,,,
GL0307,UN1005,GL0307,孔雀王呪經,2,2,,,
GL0308,UN0919,GL0308,佛說陀羅尼集經,12,12,,,
GL0309,UN1096,GL0309,佛說十一面觀世音神呪經,1,1,,,
GL0310,UN1097,GL0310,十一面神呪心經,1,1,,,
GL0311,UN1297,GL0311,佛說摩利支天陀羅尼呪經,1,1,,,
GL0312,UN1056,GL0312,呪五首,1,1,,,
GL0313,UN1057,GL0313,千轉陀羅尼觀世音菩薩呪,1,1,,,
GL0314,UN1104,GL0314,佛說七俱胝佛母心大准提陀羅尼經,1,1,,,
GL0315,UN1102,GL0315,佛說七俱胝佛母准提大明陀羅尼經,1,1,,,
GL0316,UN1218,GL0316,六字神呪經,1,1,,,
GL0317,UN11361,GL0317,觀自在菩薩隨心呪經,1,1,,,
GL0318,UN1385,GL0318,種種雜呪經,1,1,,,
GL0319,UN0987,GL0319,佛說佛頂尊勝陀羅尼經,1,1,,,
GL0320,UN09851,GL0320,佛頂最勝陀羅尼經,1,1,,,
GL0321,UN0983,GL0321,佛頂尊勝陀羅尼經,1,1,,,
GL0322,UN0986,GL0322,最勝佛頂陀羅尼淨除業障呪經,1,1,,,
GL0323,UN0984,GL0323,佛頂尊勝陀羅尼經,1,1,,,
GL0324,UN1032,GL0324,佛說無量門微密持經,1,1,,,
GL0325,UN1033,GL0325,佛說出生無量門持經,1,1,,,
GL0326,UN1036,GL0326,無量門破魔陀羅尼經,1,1,,,
GL0327,UN1035,GL0327,阿難陀目佉尼呵離陀經,1,1,,,
GL0328,UN1034,GL0328,佛說阿難陀目佉尼呵離陀隣尼經,1,1,,,
GL0329,UN1037,GL0329,舍利弗陀羅尼經,1,1,,,
GL0330,UN1031,GL0330,佛說一向出生菩薩經,1,1,,,
GL0331,UN1038,GL0331,出生無邊門陀羅尼經,1,1,,,
GL0332,UN1410,GL0332,勝幢臂印陀羅尼經,1,1,,,
GL0333,UN1411,GL0333,妙臂印幢陀羅尼經,1,1,,,
GL0334,UN1389,GL0334,佛說無崖際摠持法門經,1,1,,,
GL0335,UN1390,GL0335,尊勝菩薩所問一切諸法入無量門陀羅尼經,1,1,,,
GL0336,UN1392,GL0336,金剛上味陀羅尼經,1,1,,,
GL0337,UN1391,GL0337,金剛場陀羅尼經,1,1,,,
GL0338,UN1183,GL0338,如來方便善巧呪經,1,1,,,
GL0339,UN1405,GL0339,佛說花聚陀羅尼呪經,1,1,,,
GL0340,UN1404,GL0340,佛說師子奮迅菩薩所問經,1,1,,,
GL0341,UN10671,GL0341,佛說六字神呪王經,1,1,,,
GL0342,UN1174,GL0342,佛說善法方便陀羅尼經,1,1,,,
GL0343,UN11751,GL0343,金剛秘密善門陀羅尼呪經,1,1,,,
GL0344,UN1403,GL0344,佛說華積陀羅尼神呪經,1,1,,,
GL0345,UN1066,GL0345,佛說六字呪王經,1,1,,,
GL0346,UN1182,GL0346,虛空藏菩薩問七佛陀羅尼呪經,1,1,,,
GL0347,UN1398,GL0347,佛說持句神呪經,1,1,,,
GL0348,UN1399,GL0348,佛說陀隣尼鉢經,1,1,,,
GL0349,UN1397,GL0349,東方最勝燈王陀羅尼經,1,1,,,
GL0350,UN1396,GL0350,東方最勝燈王如來經,1,1,,,
GL0351,UN1173,GL0351,護命法門神呪經,1,1,,,
GL0352,UN1045,GL0352,無垢淨光大陀羅尼經,1,1,,,
GL0353,UN1065,GL0353,請觀世音菩薩消伏毒害陀羅尼呪經,1,1,,,
GL0354,UN0606,GL0354,佛說寶網經,1,1,,,
GL0355,,GL0355,菩薩行五十緣身經,1,1,,,
GL0356,UN0697,GL0356,佛說梵志女首意經,1,1,,,
GL0357,UN0812,GL0357,佛說四不可得經,1,1,,,
GL0358,UN0675,GL0358,私呵昧經,1,1,,,
GL0359,UN0676,GL0359,菩薩生地經,1,1,,,
GL0360,UN0760,GL0360,大方等如來藏經,1,1,,,
GL0361,UN0824,GL0361,佛說內藏百寶經,1,1,,,
GL0362,UN0360,GL0362,佛說須賴經,1,1,,,
GL0363,UN0731,GL0363,佛說成具光明定意經,1,1,,,
GL0364,UN0838,GL0364,佛說演道俗業經,1,1,,,
GL0365,UN0607,GL0365,佛說百佛名經,1,1,,,
GL0366,UN0777,GL0366,佛說諸德福田經,1,1,,,
GL0367,UN0794,GL0367,佛說溫室洗浴衆僧經,1,1,,,
GL0368,UN0849,GL0368,佛語經,1,1,,,
GL0369,UN0362,GL0369,佛說菩薩修行經,1,1,,,
GL0370,UN0222,GL0370,金色王經,1,1,,,
GL0371,UN0595,GL0371,佛說稱揚諸佛功德經,3,3,,,
GL0372,UN0713,GL0372,佛說須眞天子經,4,4,,,
GL0373,UN0418,GL0373,摩訶摩耶經,2,2,,,
GL0374,UN0805,GL0374,佛說除恐災患經,1,1,,,
GL0375,UN0823,GL0375,佛說孛經抄,1,1,,,
GL0376,UN0404,GL0376,觀世音菩薩授記經,1,1,,,
GL0377,UN0718,GL0377,佛說海龍王經,4,4,,,
GL0378,UN0742,GL0378,佛說首楞嚴三昧經,2,2,,,
GL0379,UN1199,GL0379,佛說觀藥王上二菩薩經,1,1,,,
GL0380,UN0308,GL0380,佛說觀普賢菩薩行法經,1,1,,,
GL0381,UN0654,GL0381,不思議光菩薩所說經,1,1,,,
GL0382,UN0341,GL0382,最勝問菩薩十住除垢斷結經,10,10,,,
GL0383,UN0806,GL0383,佛說未曾有因緣經,2,2,,,
GL0384,UN0827,GL0384,諸佛要集經,2,2,,,
GL0385,UN0755,GL0385,菩薩瓔珞經,14,14,,,
GL0386,UN0738,GL0386,佛說超日明三昧經,2,2,,,
GL0387,UN0594,GL0387,賢劫經,8,8,,,
GL0388,UN1387,GL0388,大法炬陀羅尼經,20,20,,,
GL0389,UN1388,GL0389,大威德陀羅尼經,20,20,,,
GL0390,UN0610,GL0390,佛說佛名經,12,12,,,
GL0391,UN06141,GL0391,過去莊嚴劫千佛名經,1,1,,,
GL0392,UN06144,GL0392,現在賢劫千佛名經,1,1,,,
GL0393,UN06146,GL0393,未來星宿劫千佛名經,1,1,,,
GL0394,UN0613,GL0394,五千五百佛名神呪除障滅罪經,8,8,,,
GL0395,UN0608,GL0395,佛說不思議功德諸佛所護念經,2,2,,,
GL0396,UN0756,GL0396,佛說華手經,10,10,,,
