name,unified_sutra_code,sutra_code,sutra_name,due_reel_count,existed_reel_count,start_volume,end_volume,remark
GL0792,UN0511,GL0792,佛說貧窮老公經,1,1,,,
GL0793,UN0580,GL0793,得道梯橙錫杖經,1,1,,,
GL0794,UN0494,GL0794,佛說越難經,1,1,,,
GL0795,UN0586,GL0795,佛說進學經,1,1,,,
GL0796,UN0483,GL0796,佛說淨飯王般涅槃經,1,1,,,
GL0797,UN0562,GL0797,五苦章句經,1,1,,,
GL0798,UN0519,GL0798,禪秘要法經,3,3,,,
GL0799,UN0179,GL0799,生經,5,5,,,
GL0800,UN0192,GL0800,佛說義足經,2,2,,,
GL0801,UN0542,GL0801,正法念處經,70,70,,,
GL0802,UN0184,GL0802,佛本行集經,60,60,,,
GL0803,UN0577,GL0803,本事經,7,7,,,
GL0804,UN0191,GL0804,佛說興起行經,2,2,,,
GL0805,UN0083,GL0805,佛爲首迦長者說業報差別經,1,1,,,
GL0806,UN0518,GL0806,佛說大安般守意經,2,2,,,
GL0807,UN0521,GL0807,陰持入經,2,2,,,
GL0808,UN0550,GL0808,佛說處處經,1,1,,,
GL0809,UN0555,GL0809,佛說罵意經,1,1,,,
GL0810,UN0549,GL0810,佛說分別善惡所起經,1,1,,,
GL0811,,GL0811,佛說出家功德因緣經,1,1,,,
GL0812,UN0551,GL0812,佛說十八泥犁經,1,1,,,
GL0813,UN0178,GL0813,佛說阿含正行經,1,1,,,
GL0814,UN0523,GL0814,禪行法想經,1,1,,,
GL0815,UN0490,GL0815,佛說長者子懊惱三處經,1,1,,,
GL0816,UN0492,GL0816,佛說須摩提長者經,1,1,,,
GL0817,UN0470,GL0817,佛說阿難四事經,1,1,,,
GL0818,UN0208,GL0818,佛說猘狗經,1,1,,,
GL0819,UN0512,GL0819,佛說黑氏梵志經,1,1,,,
GL0820,UN0557,GL0820,佛說四願經,1,1,,,
GL0821,UN0481,GL0821,佛說未生寃經,1,1,,,
GL0822,UN0491,GL0822,佛說阿鳩留經,1,1,,,
GL0823,UN0094,GL0823,佛說八關齋經,1,1,,,
GL0824,UN0560,GL0824,佛說分別經,1,1,,,
GL0825,UN0582,GL0825,佛說法受塵經,1,1,,,
GL0826,UN0480,GL0826,犍陀國王經,1,1,,,
GL0827,UN0537,GL0827,佛說孝子經,1,1,,,
GL0828,UN0538,GL0828,燈指因緣經,1,1,,,
GL0829,UN0193,GL0829,佛五百弟子自說本起經,1,1,,,
GL0830,UN0558,GL0830,佛說四自侵經,1,1,,,
GL0831,UN0472,GL0831,佛說大迦葉本經,1,1,,,
GL0832,UN0563,GL0832,佛說自愛經,1,1,,,
GL0833,UN0564,GL0833,佛說忠心經,1,1,,,
GL0834,UN0495,GL0834,佛說呵鵰阿那鋡經,1,1,,,
GL0835,UN0479,GL0835,佛說見正經,1,1,,,
GL0836,UN0471,GL0836,阿難七夢經,1,1,,,
GL0837,UN0509,GL0837,佛說婦人遇辜經,1,1,,,
GL0838,UN0565,GL0838,佛說罪福報應經,1,1,,,
GL0839,UN0473,GL0839,佛說摩訶迦葉度貧母經,1,1,,,
GL0840,UN0569,GL0840,十二品生死經,1,1,,,
GL0841,UN1542,GL0841,佛說五恐怖世經,1,1,,,
GL0842,UN0590,GL0842,弟子死復生經,1,1,,,
GL0843,UN0497,GL0843,佛說佛大僧大經,1,1,,,
GL0844,UN0498,GL0844,佛說耶祇經,1,1,,,
GL0845,UN0486,GL0845,佛說達摩國王經,1,1,,,
GL0846,UN0485,GL0846,佛說旃陀越國王經,1,1,,,
GL0847,UN05681,GL0847,佛說五無反復經,1,1,,,
GL0848,UN0484,GL0848,佛說末羅王經,1,1,,,
GL0849,UN0477,GL0849,佛爲年少比丘說正事經,1,1,,,
GL0850,UN0475,GL0850,羅雲忍辱經,1,1,,,
GL0851,UN0476,GL0851,佛說沙曷比丘功德經,1,1,,,
GL0852,UN0591,GL0852,佛說懈怠耕者經,1,1,,,
GL0853,UN0209,GL0853,佛說大魚事經,1,1,,,
GL0854,UN0683,GL0854,辯意長者子經,1,1,,,
GL0855,UN0510,GL0855,無垢優婆夷問經,1,1,,,
GL0856,UN0141,GL0856,佛說四天王經,1,1,,,
GL0857,UN0584,GL0857,佛說時非時經,1,1,,,
GL0858,UN0567,GL0858,佛說因緣僧護經,1,1,,,
GL0859,UN0496,GL0859,盧至長者因緣經,1,1,,,
GL0860,UN0539,GL0860,佛說出家功德經,1,1,,,
GL0861,UN0147,GL0861,佛說無上處經,1,1,,,
GL0862,UN0592,GL0862,佛說木槵子經,1,1,,,
GL0863,UN0489,GL0863,佛說五王經,1,1,,,
GL0864,UN0566,GL0864,佛說護淨經,1,1,,,
GL0865,UN0066,GL0865,佛說八無暇有暇經,1,1,,,
GL0866,UN1373,GL0866,佛說療痔病經,1,1,,,
GL0867,UN0587,GL0867,佛說略敎誡經,1,1,,,
GL0868,UN0210,GL0868,佛說譬喩經,1,1,,,
GL0869,UN0514,GL0869,長爪梵志請問經,1,1,,,
GL0870,UN0129,GL0870,佛說無常經,1,1,,,
GL0871,,GL0871,佛說受新歲經,1,1,,,
GL0872,UN0063,GL0872,佛說新歲經,1,1,,,
GL0873,UN0113,GL0873,比丘聽施經,1,1,,,
GL0874,,GL0874,身觀經,1,1,,,
GL0875,UN1303,GL0875,佛說鬼子母經,1,1,,,
GL0876,UN0561,GL0876,佛說頞多和多耆經,1,1,,,
GL0877,UN0488,GL0877,普達王經,1,1,,,
GL0878,UN0427,GL0878,佛滅度後棺斂葬送經,1,1,,,
GL0879,UN0487,GL0879,佛說梵摩難國王經,1,1,,,
GL0880,UN0588,GL0880,佛說栴檀樹經,1,1,,,
GL0881,UN0515,GL0881,天請問經,1,1,,,
GL0882,UN0107,GL0882,佛說九橫經,1,1,,,
GL0883,UN0536,GL0883,佛說父母恩難報經,1,1,,,
GL0884,UN0054,GL0884,佛說孫多耶致經,1,1,,,
GL0885,UN0146,GL0885,佛說羣牛譬經,1,1,,,
GL0886,UN0478,GL0886,比丘避女惡名欲自殺經,1,1,,,
GL0887,UN0522,GL0887,佛說禪行三十七品經,1,1,,,
GL0888,UN0578,GL0888,佛說賢者五福德經,1,1,,,
GL0889,UN1486,GL0889,摩訶僧祗律,40,40,,,
GL0890,UN14961,GL0890,十誦律,61,61,,,
GL0891,UN1503,GL0891,根本說一切有部毗奈耶,50,50,,,
GL0892,UN1504,GL0892,根本說一切有部苾芻尼毗奈耶,20,20,,,
GL0893,UN1512,GL0893,根本說一切有部毗奈耶雜事,40,40,,,
GL0894,UN15131,GL0894,根本說一切有部尼陀那,10,10,,,
GL0895,UN1482,GL0895,彌沙塞部和醯五分律,30,30,,,
GL0896,UN1489,GL0896,四分律,60,60,,,
GL0897,UN1516,GL0897,根本說一切有部苾芻尼戒經,1,1,,,
GL0898,UN1515,GL0898,根本說一切有部戒經,1,1,,,
GL0899,UN14981,GL0899,十誦比丘尼波羅提木叉戒本,1,1,,,
GL0900,UN14881,GL0900,摩訶僧祇比丘尼戒本,1,1,,,
GL0901,UN14831,GL0901,彌沙塞五分戒本,1,1,,,
GL0902,UN14971,GL0902,十誦比丘婆羅提木叉戒本,1,1,,,
GL0903,UN1487,GL0903,摩訶僧祇律大比丘戒本,1,1,,,
GL0904,UN1491,GL0904,四分僧戒本,1,1,,,
GL0905,UN1484,GL0905,五分比丘尼戒本,1,1,,,
GL0906,UN1532,GL0906,沙彌十戒法並威儀,1,1,,,
GL0907,UN1526,GL0907,舍利弗問經,1,1,,,
GL0908,UN14921,GL0908,四分比丘尼戒本,1,1,,,
GL0909,UN1490,GL0909,四分律比丘戒本,1,1,,,
GL0910,UN1521,GL0910,解脫戒經,1,1,,,
GL0911,UN1533,GL0911,沙彌威儀,1,1,,,
GL0912,UN1536,GL0912,沙彌尼離戒文,1,1,,,
GL0913,UN1535,GL0913,沙彌尼戒經,1,1,,,
GL0914,UN1514,GL0914,根本說一切有部百一羯磨,10,10,,,
GL0915,UN1494,GL0915,羯磨,1,1,,,
GL0916,UN1485,GL0916,彌沙塞羯磨本,1,1,,,
GL0917,UN1499,GL0917,大沙門百一羯磨法,1,1,,,
GL0918,UN1493,GL0918,曇無德律部雜羯磨,1,1,,,
GL0919,UN1495,GL0919,四分比丘尼羯磨法,1,1,,,
GL0920,UN1500,GL0920,十誦羯磨比丘要用,1,1,,,
GL0921,UN1527,GL0921,優波離問佛經,1,1,,,
GL0922,UN23681,GL0922,曇無德部四分律刪補隨機羯磨,2,2,,,
GL0923,UN2376,GL0923,僧羯磨,3,3,,,
GL0924,UN2377,GL0924,尼羯磨,3,3,,,
GL0925,UN1520,GL0925,根本說一切有部毗奈耶頌,3,3,,,
GL0926,UN1539,GL0926,大愛道比丘尼經,2,2,,,
GL0927,UN1517,GL0927,根本說一切有部毗奈耶尼陀那目得迦攝頌,1,1,,,
GL0928,UN1518,GL0928,根本說一切有部略毗奈耶雜事攝頌,1,1,,,
GL0929,UN15441,GL0929,佛說目連問戒律中五百輕重事,1,1,,,
GL0930,UN1537,GL0930,佛說優婆塞五戒相經,1,1,,,
GL0931,UN1530,GL0931,佛說迦葉禁戒經,1,1,,,
GL0932,UN15291,GL0932,佛說犯戒罪報輕重經,1,1,,,
GL0933,UN1538,GL0933,佛說戒消災經,1,1,,,
GL0934,UN1519,GL0934,根本薩婆多部律攝,14,14,,,
GL0935,UN1502,GL0935,薩婆多部毗尼摩得勒伽,10,10,,,
GL0936,UN1525,GL0936,鼻奈耶,10,10,,,
GL0937,UN1523,GL0937,善見律毗婆沙,18,18,,,
GL0938,UN1543,GL0938,佛阿毗曇經出家相品,2,2,,,
GL0939,UN1524,GL0939,毗尼母經,8,8,,,
GL0940,UN1531,GL0940,大比丘三千威儀,2,2,,,
GL0941,UN1501,GL0941,薩婆多毗尼毗婆沙,9,9,,,
GL0942,UN1522,GL0942,律二十二明瞭論,1,1,,,
GL0943,UN1613,GL0943,阿毘曇八犍度論,30,30,,,
GL0944,UN1612,GL0944,阿毘達磨發智論,20,20,,,
GL0945,UN1606,GL0945,阿毘達磨法蘊足論,12,12,,,
GL0946,UN1605,GL0946,阿毘達磨集異門足論,20,20,,,
GL0947,UN1608,GL0947,阿毘達磨識身足論,16,16,,,
GL0948,UN1609,GL0948,阿毘達磨界身足論,3,3,,,
GL0949,UN1610,GL0949,阿毘達磨品類足論,18,18,,,
GL0950,UN1611,GL0950,衆事分阿毘曇論,12,12,,,
GL0951,UN1615,GL0951,阿毘曇毘婆沙論,60,60,,,
GL0952,UN1614,GL0952,阿毗達磨大毘婆沙論,200,200,,,
GL0953,UN1628,GL0953,阿毘達磨俱舍釋論,22,22,,,
GL0954,UN1629,GL0954,阿毘達磨俱舍論本頌,1,1,,,
GL0955,UN1627,GL0955,阿毘達磨俱舍論,30,30,,,
GL0956,UN1631,GL0956,阿毘達磨順正理論,80,80,,,
GL0957,UN1632,GL0957,阿毘達磨藏顯宗論,40,40,,,
GL0958,UN1620,GL0958,阿毘曇心論經,6,6,,,
GL0959,UN1619,GL0959,阿毘曇心論,4,4,,,
GL0960,UN1621,GL0960,雜阿毘曇心論,11,11,,,
GL0961,UN1622,GL0961,阿毘曇甘露味論,2,2,,,
GL0962,UN1700,GL0962,隨相論,1,1,,,
GL0963,UN1618,GL0963,尊婆須蜜菩薩所集論,10,10,,,
GL0964,UN1623,GL0964,入阿毘達磨論,2,2,,,
GL0965,UN1572,GL0965,三法度論,3,3,,,
GL0966,UN1705,GL0966,成實論,16,16,,,
GL0967,UN1703,GL0967,佛說立世阿毘曇論,10,10,,,
GL0968,UN1707,GL0968,解脫道論,12,12,,,
GL0969,UN1617,GL0969,舍利弗阿毘曇論,30,30,,,
GL0970,UN1624,GL0970,五事毗婆沙論,2,2,,,
GL0971,UN1616,GL0971,鞞婆沙論,14,14,,,
GL0972,UN1708,GL0972,三彌底部論,3,3,,,
GL0973,UN1574,GL0973,分別功德論,5,5,,,
GL0974,UN1706,GL0974,四諦論,4,4,,,
GL0975,UN3606,GL0975,部執異論,1,1,,,
GL0976,UN3605,GL0976,十八部論,1,1,,,
GL0977,UN3604,GL0977,異部宗輪論,1,1,,,
GL0978,UN1709,GL0978,辟支佛因緣論,2,2,,,
GL0979,UN0187,GL0979,佛本行經,7,7,,,
GL0980,UN0186,GL0980,佛所行讚,5,5,,,
GL0981,UN0194,GL0981,撰集百緣經,10,10,,,
GL0982,UN0206,GL0982,出曜經,30,30,,,
GL0983,UN0196,GL0983,賢愚經,13,13,,,
GL0984,UN0533,GL0984,修行道地經,7,7,,,
GL0985,UN0188,GL0985,僧伽羅刹所集經,3,3,,,
GL0986,UN0534,GL0986,道地經,1,1,,,
GL0987,UN0203,GL0987,百喩經,4,4,,,
GL0988,UN0213,GL0988,菩薩本緣經,3,3,,,
GL0989,UN0862,GL0989,大乘修行菩薩行門諸經要集,3,3,,,
GL0990,UN3652,GL0990,付法藏因緣傳,6,6,,,
GL0991,UN0525,GL0991,坐禪三昧經,2,2,,,
GL0992,UN0573,GL0992,惟日雜難經,1,1,,,
GL0993,UN3601,GL0993,佛使比丘迦旃延說法沒盡偈百二十章,1,1,,,
GL0994,UN0428,GL0994,迦葉赴佛般涅槃經,1,1,,,
GL0995,UN0813,GL0995,四品學法經,1,1,,,
GL0996,UN0529,GL0996,菩薩訶色欲法經,1,1,,,
GL0997,UN0429,GL0997,佛入涅槃密跡金剛力士哀戀經,1,1,,,
GL0998,UN0583,GL0998,佛說佛醫經,1,1,,,
GL0999,UN0177,GL0999,佛說治意經,1,1,,,
GL1000,UN0585,GL1000,佛治身經,1,1,,,
GL1001,UN0197,GL1001,雜寶藏經,10,10,,,
GL1002,UN17401,GL1002,那先比丘經,2,2,,,
GL1003,UN0530,GL1003,達摩多羅禪經,2,2,,,
GL1004,UN0526,GL1004,禪法要解,2,2,,,
GL1005,UN0200,GL1005,舊雜譬喩經,2,2,,,
GL1006,UN0524,GL1006,五門禪經要用法,1,1,,,
GL1007,UN0198,GL1007,雜譬喩經,1,1,,,
GL1008,UN0532,GL1008,法觀經,1,1,,,
GL1009,UN0189,GL1009,佛說十二遊經,1,1,,,
GL1010,UN0528,GL1010,思惟略要法,1,1,,,
GL1011,UN0531,GL1011,佛說內身觀章句經,1,1,,,
GL1012,UN0527,GL1012,禪要經,1,1,,,
GL1013,UN3629,GL1013,阿育王經,10,10,,,
GL1014,UN0199,GL1014,雜譬喩經,2,2,,,
GL1015,UN3630,GL1015,天尊說阿育王譬喩經,1,1,,,
GL1016,UN0201,GL1016,雜譬喩經,1,1,,,
GL1017,UN3628,GL1017,阿育王傳,7,7,,,
GL1018,UN3631,GL1018,阿育王太子法益壞目因緣經,1,1,,,
GL1019,UN1573,GL1019,四阿鋡暮抄,2,2,,,
GL1020,UN0205,GL1020,法句譬喩經,4,4,,,
GL1021,UN0204,GL1021,法句經,2,2,,,
GL1022,UN3598,GL1022,撰集三藏及雜藏傳,1,1,,,
GL1023,UN1575,GL1023,阿含口解十二因緣經,1,1,,,
GL1024,UN1750,GL1024,一百五十讚佛頌,1,1,,,
GL1025,UN0810,GL1025,三慧經,1,1,,,
GL1026,UN1626,GL1026,阿毗曇五法行經,1,1,,,
GL1027,UN3599,GL1027,迦葉結經,1,1,,,
GL1028,UN0535,GL1028,小道地經,1,1,,,
GL1029,UN0329,GL1029,文殊師利發願經,1,1,,,
GL1030,UN0618,GL1030,六菩薩亦當誦持經,1,1,,,
GL1031,UN1074,GL1031,讚觀世音菩薩頌,1,1,,,
GL1032,UN3901,GL1032,金七十論,3,3,,,
GL1033,UN0541,GL1033,無明羅刹集,3,3,,,
GL1034,UN3600,GL1034,迦丁比丘說當來變經,1,1,,,
GL1035,UN3632,GL1035,馬鳴菩薩傳,1,1,,,
GL1036,UN1744,GL1036,龍樹菩薩勸誡王頌,1,1,,,
GL1037,UN1743,GL1037,勸發諸王要偈,1,1,,,
GL1038,UN3635,GL1038,婆藪槃豆法師傳,1,1,,,
GL1039,UN1760,GL1039,賓頭盧突羅闍爲優陀延王說法經,1,1,,,
GL1040,UN3634,GL1040,提婆菩薩傳,1,1,,,
GL1041,UN36331,GL1041,龍樹菩薩傳,1,1,,,
GL1042,UN1759,GL1042,請賓頭盧法,1,1,,,
GL1043,UN1742,GL1043,龍樹菩薩爲禪陀迦王說法要偈,1,1,,,
GL1044,UN0543,GL1044,分別業報略經,1,1,,,
GL1045,UN3902,GL1045,勝宗十句義論,1,1,,,
GL1046,UN3602,GL1046,大阿羅漢難提蜜多羅所說法住記,1,1,,,
GL1047,UN3623,GL1047,釋迦譜,5,5,,,
GL1048,UN3778,GL1048,釋迦方志,2,2,,,
GL1049,UN3624,GL1049,釋迦氏譜,1,1,,,
GL1050,UN3887,GL1050,經律異相,50,50,,,
GL1051,UN1384,GL1051,陀羅尼雜集,10,10,,,
GL1052,UN3890,GL1052,諸經要集,20,20,,,
GL1053,UN3958,GL1053,出三藏記集,15,15,,,
GL1054,,GL1054,衆經目錄,7,7,,,
GL1055,UN3698,GL1055,歷代三寶記,15,15,,,
GL1056,,GL1056,衆經目錄,5,5,,,
GL1057,UN3962,GL1057,大唐內典錄,10,10,,,
GL1058,UN3965,GL1058,大週刊定衆經目錄,15,15,,,
GL1059,UN3963,GL1059,古今譯經圖紀,4,4,,,
GL1060,UN3964,GL1060,續古今譯經圖紀,1,1,,,
GL1061,,GL1061,續大唐內典錄,1,1,,,
GL1062,,GL1062,開元釋敎錄,20,20,,,
GL1063,UN39431,GL1063,一切經音義,25,25,,,
GL1064,UN39441,GL1064,新譯大方廣佛華嚴經音義,2,2,,,
GL1065,UN3777,GL1065,大唐西域記,12,12,,,
GL1066,UN3801,GL1066,集古今佛道論衡,4,4,,,
GL1067,UN3802,GL1067,績集古今佛道論衡,1,1,,,
GL1068,UN3818,GL1068,集沙門不應拜俗等事,6,6,,,
GL1069,UN3803,GL1069,集神州三寶感通錄,3,3,,,
GL1070,UN3804,GL1070,道宣律師感通錄,1,1,,,
GL1071,UN3639,GL1071,大唐大慈恩寺三藏法師傳,10,10,,,
GL1072,UN3661,GL1072,大唐西域求法高僧傳,2,2,,,
GL1073,UN3775,GL1073,高僧法顯傳,1,1,,,
GL1074,UN3653,GL1074,高僧傳,14,14,,,
GL1075,UN3654,GL1075,績高僧傳,30,30,,,
GL1076,UN3820,GL1076,辯正論,8,8,,,
GL1077,UN3819,GL1077,破邪論,2,2,,,
GL1078,UN3822,GL1078,甄正論,3,3,,,
GL1079,UN3821,GL1079,十門辯惑論,3,3,,,
GL1080,UN3799,GL1080,弘明集,14,14,,,
GL1081,UN3800,GL1081,廣弘明集,30,30,,,
GL1082,UN3892,GL1082,南海寄歸內法傳,4,4,,,
GL1083,UN2692,GL1083,受用三水要行法,1,1,,,
GL1084,UN2693,GL1084,說罪要行法,1,1,,,
GL1085,UN2691,GL1085,護命放生軌儀法,1,1,,,
GL1086,UN3671,GL1086,比丘尼傳,4,4,,,
GL1087,UN3842,GL1087,集諸經禮懺儀,2,2,,,
GL1088,UN1072,GL1088,佛說大乘莊嚴寶王經,4,4,,,
GL1089,UN0954,GL1089,佛說大乘聖無量壽決定光明王如來陁羅尼經,1,1,,,
GL1090,UN0288,GL1090,佛說聖佛母小字般若波羅蜜多經,1,1,,,
GL1091,UN09901,GL1091,最勝佛頂陀羅尼經,1,1,,,
GL1092,UN1752,GL1092,七佛讚唄伽他,1,1,,,
GL1093,UN0960,GL1093,佛說無能勝幡王如來莊嚴陀羅尼經,1,1,,,
GL1094,UN1202,GL1094,佛說大乘聖吉祥持世陀羅尼經,1,1,,,
GL1095,UN0331,GL1095,大方廣惣指寶光明經,5,5,,,
GL1096,UN1021,GL1096,佛說守護大千國土經,3,3,,,
GL1097,UN1284,GL1097,佛說出生一切如來法眼徧照大力明王經,2,2,,,
GL1098,UN0084,GL1098,分別善惡報應經,2,2,,,
GL1099,UN0641,GL1099,佛說大乘善見變化文殊師利問法經,1,1,,,
GL1100,UN0365,GL1100,佛說大乘日子王所問經,1,1,,,
GL1101,UN0787,GL1101,佛說樓閣正法甘露鼓經,1,1,,,
GL1102,UN1070,GL1102,佛說大護明大陀羅尼經,1,1,,,
GL1103,UN0684,GL1103,佛說金耀童子經,1,1,,,
GL1104,UN1438,GL1104,大寒林聖難拏陀羅尼經,1,1,,,
GL1105,UN0572,GL1105,佛說較量壽命經,1,1,,,
GL1106,UN1184,GL1106,聖虛空藏菩薩陀羅尼經,1,1,,,
GL1107,UN1046,GL1107,佛頂放無垢光明入普門觀察一切如來心陀羅尼經,2,2,,,
GL1108,UN1400,GL1108,佛說聖最上燈明如來陀羅尼經,1,1,,,
GL1109,UN1448,GL1109,消除一切閃電障難隨求如意陀羅尼經,1,1,,,
GL1110,UN1274,GL1110,佛說無能勝大明王陀羅尼經,1,1,,,
GL1111,UN0516,GL1111,佛說嗟襪曩法天子受三歸依獲免惡道經,1,1,,,
GL1112,UN0571,GL1112,佛說諸行有爲經,1,1,,,
GL1113,UN1043,GL1113,一切如來正法秘密篋印心陀羅尼經,1,1,,,
GL1114,UN1169,GL1114,息除中夭陀羅尼經,1,1,,,
GL1115,UN1745,GL1115,讚法界頌,1,1,,,
GL1116,UN0804,GL1116,妙法聖念處經,8,8,,,
GL1117,UN0545,GL1117,佛說六道伽陀經,1,1,,,
GL1118,UN1762,GL1118,勝軍化世百喩伽他經,1,1,,,
GL1119,UN0207,GL1119,法集要頌經,4,4,,,
GL1120,UN1139,GL1120,讚揚聖德多羅菩薩一百八名經,1,1,,,
GL1121,UN1732,GL1121,菩提行經,4,4,,,
GL1122,UN1076,GL1122,聖觀自在菩薩一百八名經,1,1,,,
GL1123,UN0382,GL1123,佛說大迦葉問大寶積正法經,5,5,,,
GL1124,UN0576,GL1124,佛說法集名數經,1,1,,,
GL1125,UN1203,GL1125,聖持世陀羅尼經,1,1,,,
GL1126,UN1534,GL1126,佛說沙彌十戒儀則經,1,1,,,
GL1127,UN0540,GL1127,十二緣生祥瑞經,2,2,,,
GL1128,UN0861,GL1128,外道問聖大乘法無我義經,1,1,,,
GL1129,UN1541,GL1129,佛說苾芻迦屍迦十法經,1,1,,,
GL1130,UN1276,GL1130,無能勝大明心陀羅尼經,1,1,,,
GL1131,UN1138,GL1131,聖多羅菩薩一百八名陀羅尼經,1,1,,,
GL1132,UN1701,GL1132,金剛針論,1,1,,,
GL1133,UN1528,GL1133,佛說目連所問經,1,1,,,
GL1134,UN0935,GL1134,諸佛心印陀羅尼經,1,1,,,
GL1135,UN1540,GL1135,佛說苾芻五法經,1,1,,,
GL1136,UN1275,GL1136,無能勝大明陀羅尼經,1,1,,,
GL1137,UN1147,GL1137,毗俱胝菩薩一百八名經,1,1,,,
GL1138,UN1219,GL1138,大方廣菩薩藏文殊師利根本儀軌經,20,20,,,
GL1139,UN0289,GL1139,佛說觀想佛母般若波羅密多菩薩經,1,1,,,
GL1140,UN0720,GL1140,佛爲娑伽羅龍王所說大乘經,1,1,,,
GL1141,UN0818,GL1141,佛說十號經,1,1,,,
GL1142,UN1458,GL1142,佛說寶生陀羅尼經,1,1,,,
GL1143,UN1457,GL1143,佛說蓮花眼陀羅尼經,1,1,,,
GL1144,UN1447,GL1144,佛說大金剛香陀羅尼經,1,1,,,
GL1145,UN0604,GL1145,大乘寶月童子問法經,1,1,,,
GL1146,UN1464,GL1146,佛說一切如來安像三昧儀軌經,1,1,,,
GL1147,UN0716,GL1147,佛說大自在天子因地經,1,1,,,
GL1148,UN1149,GL1148,廣大蓮華莊嚴曼拏羅滅一切罪陀羅尼經,1,1,,,
GL1149,UN1449,GL1149,佛說如意摩尼陀羅尼經,1,1,,,
GL1150,UN1461,GL1150,大金剛妙高山樓閣陀羅尼,1,1,,,
GL1151,UN1160,GL1151,佛說普賢菩薩陀羅尼經,1,1,,,
GL1152,UN0913,GL1152,妙臂菩薩所問經,4,4,,,
GL1153,UN1324,GL1153,佛說寶藏神大明曼拏羅儀軌經,2,2,,,
GL1154,UN1325,GL1154,佛說聖寶藏神儀軌經,2,2,,,
GL1155,UN0907,GL1155,一切如來大秘密王未曾有最上微妙大曼拏羅經,5,5,,,
GL1156,UN1298,GL1156,佛說大摩裡支菩薩經,7,7,,,
GL1157,UN1277,GL1157,聖無能勝金剛火陀羅尼經,1,1,,,
GL1158,UN1423,GL1158,佛說聖莊嚴陀羅尼經,2,2,,,
GL1159,UN1402,GL1159,佛說花積樓閣陀羅尼經,1,1,,,
GL1160,UN1058,GL1160,千轉大明陀羅尼經,1,1,,,
GL1161,UN1443,GL1161,佛說智光滅一切業障陀羅尼經,1,1,,,
GL1162,UN1456,GL1162,佛說勝幡瓔珞陀羅尼經,1,1,,,
GL1163,UN1756,GL1163,賢聖集伽陀一百頌,1,1,,,
GL1164,UN1418,GL1164,佛說聖大總持王經,1,1,,,
GL1165,UN1459,GL1165,佛說尊勝大明王經,1,1,,,
GL1166,UN1450,GL1166,佛說如意寶總持王經,1,1,,,
GL1167,UN1417,GL1167,佛說持明藏八大總持王經,1,1,,,
GL1168,UN1159,GL1168,佛說普賢曼拏羅經,1,1,,,
GL1169,UN1454,GL1169,佛說最上意陀羅尼經,1,1,,,
GL1170,UN1069,GL1170,佛說聖六字大明王陀羅尼經,1,1,,,
GL1171,UN0980,GL1171,佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經,1,1,,,
GL1172,UN0185,GL1172,佛說衆許摩訶帝經,13,13,,,
GL1173,UN0226,GL1173,佛說月光菩薩經,1,1,,,
GL1174,UN0499,GL1174,佛說金光王童子經,1,1,,,
GL1175,UN1753,GL1175,揵稚梵讚,1,1,,,
GL1176,UN0796,GL1176,佛說佈施經,1,1,,,
GL1177,UN0004,GL1177,毗婆屍佛經,2,2,,,
GL1178,UN1237,GL1178,佛說文殊師利一百八名梵讚,1,1,,,
GL1179,UN0021,GL1179,佛說大三摩惹經,1,1,,,
GL1180,UN1344,GL1180,佛說聖曜母陀羅尼經,1,1,,,
GL1181,UN0076,GL1181,佛說長者施報經,1,1,,,
GL1182,UN0003,GL1182,佛說七佛經,1,1,,,
GL1183,UN1749,GL1183,佛一百八名讚,1,1,,,
GL1184,UN0134,GL1184,佛說解憂經,1,1,,,
GL1185,UN1286,GL1185,佛說毘沙門天王經,1,1,,,
GL1186,UN1077,GL1186,佛說聖觀自在菩薩梵讚,1,1,,,
GL1187,UN1140,GL1187,聖多羅菩薩梵讚,1,1,,,
GL1188,,GL1188,佛說聖最勝陀羅尼經,1,1,,,
GL1189,UN0268,GL1189,佛說徧照般若波羅蜜經,1,1,,,
GL1190,UN0276,GL1190,佛說帝釋般若波羅蜜多心經,1,1,,,
GL1191,UN0797,GL1191,大乘舍黎娑擔摩經,1,1,,,
GL1192,UN0274,GL1192,佛說五十頌聖般若波羅蜜經,1,1,,,
GL1193,UN0149,GL1193,佛說四無所畏經,1,1,,,
GL1194,UN0609,GL1194,佛說諸佛經,1,1,,,
GL1195,UN1564,GL1195,佛說大乘戒經,1,1,,,
GL1196,UN1071,GL1196,聖六字增壽大明陀羅尼經,1,1,,,
GL1197,UN0976,GL1197,一切如來說佛頂輪王一百八名讚,1,1,,,
GL1198,UN1419,GL1198,增慧陀羅尼經,1,1,,,
GL1199,UN0393,GL1199,佛說大乘無量壽莊嚴經,3,3,,,
GL1200,UN0255,GL1200,佛說佛母寶德藏般若波羅蜜經,3,3,,,
GL1201,UN0032,GL1201,佛說薩鉢多酥哩踰捺野經,1,1,,,
GL1202,UN1162,GL1202,佛說金剛手菩薩降伏一切部多大敎王經,3,3,,,
GL1203,UN1161,GL1203,最上大乘金剛大敎寶王經,2,2,,,
GL1204,UN1000,GL1204,佛說一切如來烏瑟膩沙最勝總持經,1,1,,,
GL1205,UN1733,GL1205,菩堤心觀釋,1,1,,,
