name,tripitaka_code,volume_num,first_page,last_page,content_page_count,front_cover_count,back_cover_count,content_pages,remark
PL_1811,PL,1811,1,33,33,0,0,"['PL_1811_1', 'PL_1811_2', 'PL_1811_3', 'PL_1811_4', 'PL_1811_5', 'PL_1811_6', 'PL_1811_7', 'PL_1811_8', 'PL_1811_9', 'PL_1811_10', 'PL_1811_11', 'PL_1811_12', 'PL_1811_13', 'PL_1811_14', 'PL_1811_15', 'PL_1811_16', 'PL_1811_17', 'PL_1811_18', 'PL_1811_19', 'PL_1811_20', 'PL_1811_21', 'PL_1811_22', 'PL_1811_23', 'PL_1811_24', 'PL_1811_25', 'PL_1811_26', 'PL_1811_27', 'PL_1811_28', 'PL_1811_29', 'PL_1811_30', 'PL_1811_31', 'PL_1811_32', 'PL_1811_33']",
PL_1812,PL,1812,1,29,29,0,0,"['PL_1812_1', 'PL_1812_2', 'PL_1812_3', 'PL_1812_4', 'PL_1812_5', 'PL_1812_6', 'PL_1812_7', 'PL_1812_8', 'PL_1812_9', 'PL_1812_10', 'PL_1812_11', 'PL_1812_12', 'PL_1812_13', 'PL_1812_14', 'PL_1812_15', 'PL_1812_16', 'PL_1812_17', 'PL_1812_18', 'PL_1812_19', 'PL_1812_20', 'PL_1812_21', 'PL_1812_22', 'PL_1812_23', 'PL_1812_24', 'PL_1812_25', 'PL_1812_26', 'PL_1812_27', 'PL_1812_28', 'PL_1812_29']",
PL_1813,PL,1813,1,8,8,0,0,"['PL_1813_1', 'PL_1813_2', 'PL_1813_3', 'PL_1813_4', 'PL_1813_5', 'PL_1813_6', 'PL_1813_7', 'PL_1813_8']",
PL_1814,PL,1814,1,32,32,0,0,"['PL_1814_1', 'PL_1814_2', 'PL_1814_3', 'PL_1814_4', 'PL_1814_5', 'PL_1814_6', 'PL_1814_7', 'PL_1814_8', 'PL_1814_9', 'PL_1814_10', 'PL_1814_11', 'PL_1814_12', 'PL_1814_13', 'PL_1814_14', 'PL_1814_15', 'PL_1814_16', 'PL_1814_17', 'PL_1814_18', 'PL_1814_19', 'PL_1814_20', 'PL_1814_21', 'PL_1814_22', 'PL_1814_23', 'PL_1814_24', 'PL_1814_25', 'PL_1814_26', 'PL_1814_27', 'PL_1814_28', 'PL_1814_29', 'PL_1814_30', 'PL_1814_31', 'PL_1814_32']",
PL_1815,PL,1815,1,20,20,0,0,"['PL_1815_1', 'PL_1815_2', 'PL_1815_3', 'PL_1815_4', 'PL_1815_5', 'PL_1815_6', 'PL_1815_7', 'PL_1815_8', 'PL_1815_9', 'PL_1815_10', 'PL_1815_11', 'PL_1815_12', 'PL_1815_13', 'PL_1815_14', 'PL_1815_15', 'PL_1815_16', 'PL_1815_17', 'PL_1815_18', 'PL_1815_19', 'PL_1815_20']",
PL_1816,PL,1816,1,22,22,0,0,"['PL_1816_1', 'PL_1816_2', 'PL_1816_3', 'PL_1816_4', 'PL_1816_5', 'PL_1816_6', 'PL_1816_7', 'PL_1816_8', 'PL_1816_9', 'PL_1816_10', 'PL_1816_11', 'PL_1816_12', 'PL_1816_13', 'PL_1816_14', 'PL_1816_15', 'PL_1816_16', 'PL_1816_17', 'PL_1816_18', 'PL_1816_19', 'PL_1816_20', 'PL_1816_21', 'PL_1816_22']",
PL_1817,PL,1817,1,19,19,0,0,"['PL_1817_1', 'PL_1817_2', 'PL_1817_3', 'PL_1817_4', 'PL_1817_5', 'PL_1817_6', 'PL_1817_7', 'PL_1817_8', 'PL_1817_9', 'PL_1817_10', 'PL_1817_11', 'PL_1817_12', 'PL_1817_13', 'PL_1817_14', 'PL_1817_15', 'PL_1817_16', 'PL_1817_17', 'PL_1817_18', 'PL_1817_19']",
PL_1818,PL,1818,1,13,13,0,0,"['PL_1818_1', 'PL_1818_2', 'PL_1818_3', 'PL_1818_4', 'PL_1818_5', 'PL_1818_6', 'PL_1818_7', 'PL_1818_8', 'PL_1818_9', 'PL_1818_10', 'PL_1818_11', 'PL_1818_12', 'PL_1818_13']",
PL_1819,PL,1819,1,19,19,0,0,"['PL_1819_1', 'PL_1819_2', 'PL_1819_3', 'PL_1819_4', 'PL_1819_5', 'PL_1819_6', 'PL_1819_7', 'PL_1819_8', 'PL_1819_9', 'PL_1819_10', 'PL_1819_11', 'PL_1819_12', 'PL_1819_13', 'PL_1819_14', 'PL_1819_15', 'PL_1819_16', 'PL_1819_17', 'PL_1819_18', 'PL_1819_19']",
PL_182,PL,182,1,23,23,0,0,"['PL_182_1', 'PL_182_2', 'PL_182_3', 'PL_182_4', 'PL_182_5', 'PL_182_6', 'PL_182_7', 'PL_182_8', 'PL_182_9', 'PL_182_10', 'PL_182_11', 'PL_182_12', 'PL_182_13', 'PL_182_14', 'PL_182_15', 'PL_182_16', 'PL_182_17', 'PL_182_18', 'PL_182_19', 'PL_182_20', 'PL_182_21', 'PL_182_22', 'PL_182_23']",
PL_1820,PL,1820,1,28,28,0,0,"['PL_1820_1', 'PL_1820_2', 'PL_1820_3', 'PL_1820_4', 'PL_1820_5', 'PL_1820_6', 'PL_1820_7', 'PL_1820_8', 'PL_1820_9', 'PL_1820_10', 'PL_1820_11', 'PL_1820_12', 'PL_1820_13', 'PL_1820_14', 'PL_1820_15', 'PL_1820_16', 'PL_1820_17', 'PL_1820_18', 'PL_1820_19', 'PL_1820_20', 'PL_1820_21', 'PL_1820_22', 'PL_1820_23', 'PL_1820_24', 'PL_1820_25', 'PL_1820_26', 'PL_1820_27', 'PL_1820_28']",
PL_1821,PL,1821,1,24,24,0,0,"['PL_1821_1', 'PL_1821_2', 'PL_1821_3', 'PL_1821_4', 'PL_1821_5', 'PL_1821_6', 'PL_1821_7', 'PL_1821_8', 'PL_1821_9', 'PL_1821_10', 'PL_1821_11', 'PL_1821_12', 'PL_1821_13', 'PL_1821_14', 'PL_1821_15', 'PL_1821_16', 'PL_1821_17', 'PL_1821_18', 'PL_1821_19', 'PL_1821_20', 'PL_1821_21', 'PL_1821_22', 'PL_1821_23', 'PL_1821_24']",
PL_1823,PL,1823,1,24,24,0,0,"['PL_1823_1', 'PL_1823_2', 'PL_1823_3', 'PL_1823_4', 'PL_1823_5', 'PL_1823_6', 'PL_1823_7', 'PL_1823_8', 'PL_1823_9', 'PL_1823_10', 'PL_1823_11', 'PL_1823_12', 'PL_1823_13', 'PL_1823_14', 'PL_1823_15', 'PL_1823_16', 'PL_1823_17', 'PL_1823_18', 'PL_1823_19', 'PL_1823_20', 'PL_1823_21', 'PL_1823_22', 'PL_1823_23', 'PL_1823_24']",
PL_1824,PL,1824,1,7,7,0,0,"['PL_1824_1', 'PL_1824_2', 'PL_1824_3', 'PL_1824_4', 'PL_1824_5', 'PL_1824_6', 'PL_1824_7']",
PL_1825,PL,1825,1,22,22,0,0,"['PL_1825_1', 'PL_1825_2', 'PL_1825_3', 'PL_1825_4', 'PL_1825_5', 'PL_1825_6', 'PL_1825_7', 'PL_1825_8', 'PL_1825_9', 'PL_1825_10', 'PL_1825_11', 'PL_1825_12', 'PL_1825_13', 'PL_1825_14', 'PL_1825_15', 'PL_1825_16', 'PL_1825_17', 'PL_1825_18', 'PL_1825_19', 'PL_1825_20', 'PL_1825_21', 'PL_1825_22']",
PL_1826,PL,1826,1,26,26,0,0,"['PL_1826_1', 'PL_1826_2', 'PL_1826_3', 'PL_1826_4', 'PL_1826_5', 'PL_1826_6', 'PL_1826_7', 'PL_1826_8', 'PL_1826_9', 'PL_1826_10', 'PL_1826_11', 'PL_1826_12', 'PL_1826_13', 'PL_1826_14', 'PL_1826_15', 'PL_1826_16', 'PL_1826_17', 'PL_1826_18', 'PL_1826_19', 'PL_1826_20', 'PL_1826_21', 'PL_1826_22', 'PL_1826_23', 'PL_1826_24', 'PL_1826_25', 'PL_1826_26']",
PL_1827,PL,1827,1,20,20,0,0,"['PL_1827_1', 'PL_1827_2', 'PL_1827_3', 'PL_1827_4', 'PL_1827_5', 'PL_1827_6', 'PL_1827_7', 'PL_1827_8', 'PL_1827_9', 'PL_1827_10', 'PL_1827_11', 'PL_1827_12', 'PL_1827_13', 'PL_1827_14', 'PL_1827_15', 'PL_1827_16', 'PL_1827_17', 'PL_1827_18', 'PL_1827_19', 'PL_1827_20']",
PL_1828,PL,1828,1,20,20,0,0,"['PL_1828_1', 'PL_1828_2', 'PL_1828_3', 'PL_1828_4', 'PL_1828_5', 'PL_1828_6', 'PL_1828_7', 'PL_1828_8', 'PL_1828_9', 'PL_1828_10', 'PL_1828_11', 'PL_1828_12', 'PL_1828_13', 'PL_1828_14', 'PL_1828_15', 'PL_1828_16', 'PL_1828_17', 'PL_1828_18', 'PL_1828_19', 'PL_1828_20']",
PL_1829,PL,1829,1,24,24,0,0,"['PL_1829_1', 'PL_1829_2', 'PL_1829_3', 'PL_1829_4', 'PL_1829_5', 'PL_1829_6', 'PL_1829_7', 'PL_1829_8', 'PL_1829_9', 'PL_1829_10', 'PL_1829_11', 'PL_1829_12', 'PL_1829_13', 'PL_1829_14', 'PL_1829_15', 'PL_1829_16', 'PL_1829_17', 'PL_1829_18', 'PL_1829_19', 'PL_1829_20', 'PL_1829_21', 'PL_1829_22', 'PL_1829_23', 'PL_1829_24']",
PL_183,PL,183,1,22,22,0,0,"['PL_183_1', 'PL_183_2', 'PL_183_3', 'PL_183_4', 'PL_183_5', 'PL_183_6', 'PL_183_7', 'PL_183_8', 'PL_183_9', 'PL_183_10', 'PL_183_11', 'PL_183_12', 'PL_183_13', 'PL_183_14', 'PL_183_15', 'PL_183_16', 'PL_183_17', 'PL_183_18', 'PL_183_19', 'PL_183_20', 'PL_183_21', 'PL_183_22']",
PL_1830,PL,1830,1,16,16,0,0,"['PL_1830_1', 'PL_1830_2', 'PL_1830_3', 'PL_1830_4', 'PL_1830_5', 'PL_1830_6', 'PL_1830_7', 'PL_1830_8', 'PL_1830_9', 'PL_1830_10', 'PL_1830_11', 'PL_1830_12', 'PL_1830_13', 'PL_1830_14', 'PL_1830_15', 'PL_1830_16']",
PL_1831,PL,1831,1,36,36,0,0,"['PL_1831_1', 'PL_1831_2', 'PL_1831_3', 'PL_1831_4', 'PL_1831_5', 'PL_1831_6', 'PL_1831_7', 'PL_1831_8', 'PL_1831_9', 'PL_1831_10', 'PL_1831_11', 'PL_1831_12', 'PL_1831_13', 'PL_1831_14', 'PL_1831_15', 'PL_1831_16', 'PL_1831_17', 'PL_1831_18', 'PL_1831_19', 'PL_1831_20', 'PL_1831_21', 'PL_1831_22', 'PL_1831_23', 'PL_1831_24', 'PL_1831_25', 'PL_1831_26', 'PL_1831_27', 'PL_1831_28', 'PL_1831_29', 'PL_1831_30', 'PL_1831_31', 'PL_1831_32', 'PL_1831_33', 'PL_1831_34', 'PL_1831_35', 'PL_1831_36']",
PL_1832,PL,1832,1,28,28,0,0,"['PL_1832_1', 'PL_1832_2', 'PL_1832_3', 'PL_1832_4', 'PL_1832_5', 'PL_1832_6', 'PL_1832_7', 'PL_1832_8', 'PL_1832_9', 'PL_1832_10', 'PL_1832_11', 'PL_1832_12', 'PL_1832_13', 'PL_1832_14', 'PL_1832_15', 'PL_1832_16', 'PL_1832_17', 'PL_1832_18', 'PL_1832_19', 'PL_1832_20', 'PL_1832_21', 'PL_1832_22', 'PL_1832_23', 'PL_1832_24', 'PL_1832_25', 'PL_1832_26', 'PL_1832_27', 'PL_1832_28']",
PL_1833,PL,1833,1,18,18,0,0,"['PL_1833_1', 'PL_1833_2', 'PL_1833_3', 'PL_1833_4', 'PL_1833_5', 'PL_1833_6', 'PL_1833_7', 'PL_1833_8', 'PL_1833_9', 'PL_1833_10', 'PL_1833_11', 'PL_1833_12', 'PL_1833_13', 'PL_1833_14', 'PL_1833_15', 'PL_1833_16', 'PL_1833_17', 'PL_1833_18']",
PL_1834,PL,1834,1,16,16,0,0,"['PL_1834_1', 'PL_1834_2', 'PL_1834_3', 'PL_1834_4', 'PL_1834_5', 'PL_1834_6', 'PL_1834_7', 'PL_1834_8', 'PL_1834_9', 'PL_1834_10', 'PL_1834_11', 'PL_1834_12', 'PL_1834_13', 'PL_1834_14', 'PL_1834_15', 'PL_1834_16']",
PL_1835,PL,1835,1,8,8,0,0,"['PL_1835_1', 'PL_1835_2', 'PL_1835_3', 'PL_1835_4', 'PL_1835_5', 'PL_1835_6', 'PL_1835_7', 'PL_1835_8']",
PL_1836,PL,1836,1,15,15,0,0,"['PL_1836_1', 'PL_1836_2', 'PL_1836_3', 'PL_1836_4', 'PL_1836_5', 'PL_1836_6', 'PL_1836_7', 'PL_1836_8', 'PL_1836_9', 'PL_1836_10', 'PL_1836_11', 'PL_1836_12', 'PL_1836_13', 'PL_1836_14', 'PL_1836_15']",
PL_1837,PL,1837,1,19,19,0,0,"['PL_1837_1', 'PL_1837_2', 'PL_1837_3', 'PL_1837_4', 'PL_1837_5', 'PL_1837_6', 'PL_1837_7', 'PL_1837_8', 'PL_1837_9', 'PL_1837_10', 'PL_1837_11', 'PL_1837_12', 'PL_1837_13', 'PL_1837_14', 'PL_1837_15', 'PL_1837_16', 'PL_1837_17', 'PL_1837_18', 'PL_1837_19']",
PL_1838,PL,1838,1,21,21,0,0,"['PL_1838_1', 'PL_1838_2', 'PL_1838_3', 'PL_1838_4', 'PL_1838_5', 'PL_1838_6', 'PL_1838_7', 'PL_1838_8', 'PL_1838_9', 'PL_1838_10', 'PL_1838_11', 'PL_1838_12', 'PL_1838_13', 'PL_1838_14', 'PL_1838_15', 'PL_1838_16', 'PL_1838_17', 'PL_1838_18', 'PL_1838_19', 'PL_1838_20', 'PL_1838_21']",
PL_1839,PL,1839,1,14,14,0,0,"['PL_1839_1', 'PL_1839_2', 'PL_1839_3', 'PL_1839_4', 'PL_1839_5', 'PL_1839_6', 'PL_1839_7', 'PL_1839_8', 'PL_1839_9', 'PL_1839_10', 'PL_1839_11', 'PL_1839_12', 'PL_1839_13', 'PL_1839_14']",
PL_184,PL,184,1,22,22,0,0,"['PL_184_1', 'PL_184_2', 'PL_184_3', 'PL_184_4', 'PL_184_5', 'PL_184_6', 'PL_184_7', 'PL_184_8', 'PL_184_9', 'PL_184_10', 'PL_184_11', 'PL_184_12', 'PL_184_13', 'PL_184_14', 'PL_184_15', 'PL_184_16', 'PL_184_17', 'PL_184_18', 'PL_184_19', 'PL_184_20', 'PL_184_21', 'PL_184_22']",
PL_1840,PL,1840,1,29,29,0,0,"['PL_1840_1', 'PL_1840_2', 'PL_1840_3', 'PL_1840_4', 'PL_1840_5', 'PL_1840_6', 'PL_1840_7', 'PL_1840_8', 'PL_1840_9', 'PL_1840_10', 'PL_1840_11', 'PL_1840_12', 'PL_1840_13', 'PL_1840_14', 'PL_1840_15', 'PL_1840_16', 'PL_1840_17', 'PL_1840_18', 'PL_1840_19', 'PL_1840_20', 'PL_1840_21', 'PL_1840_22', 'PL_1840_23', 'PL_1840_24', 'PL_1840_25', 'PL_1840_26', 'PL_1840_27', 'PL_1840_28', 'PL_1840_29']",
PL_1842,PL,1842,1,19,19,0,0,"['PL_1842_1', 'PL_1842_2', 'PL_1842_3', 'PL_1842_4', 'PL_1842_5', 'PL_1842_6', 'PL_1842_7', 'PL_1842_8', 'PL_1842_9', 'PL_1842_10', 'PL_1842_11', 'PL_1842_12', 'PL_1842_13', 'PL_1842_14', 'PL_1842_15', 'PL_1842_16', 'PL_1842_17', 'PL_1842_18', 'PL_1842_19']",
PL_1843,PL,1843,1,22,22,0,0,"['PL_1843_1', 'PL_1843_2', 'PL_1843_3', 'PL_1843_4', 'PL_1843_5', 'PL_1843_6', 'PL_1843_7', 'PL_1843_8', 'PL_1843_9', 'PL_1843_10', 'PL_1843_11', 'PL_1843_12', 'PL_1843_13', 'PL_1843_14', 'PL_1843_15', 'PL_1843_16', 'PL_1843_17', 'PL_1843_18', 'PL_1843_19', 'PL_1843_20', 'PL_1843_21', 'PL_1843_22']",
PL_1844,PL,1844,1,18,18,0,0,"['PL_1844_1', 'PL_1844_2', 'PL_1844_3', 'PL_1844_4', 'PL_1844_5', 'PL_1844_6', 'PL_1844_7', 'PL_1844_8', 'PL_1844_9', 'PL_1844_10', 'PL_1844_11', 'PL_1844_12', 'PL_1844_13', 'PL_1844_14', 'PL_1844_15', 'PL_1844_16', 'PL_1844_17', 'PL_1844_18']",
PL_1845,PL,1845,1,23,23,0,0,"['PL_1845_1', 'PL_1845_2', 'PL_1845_3', 'PL_1845_4', 'PL_1845_5', 'PL_1845_6', 'PL_1845_7', 'PL_1845_8', 'PL_1845_9', 'PL_1845_10', 'PL_1845_11', 'PL_1845_12', 'PL_1845_13', 'PL_1845_14', 'PL_1845_15', 'PL_1845_16', 'PL_1845_17', 'PL_1845_18', 'PL_1845_19', 'PL_1845_20', 'PL_1845_21', 'PL_1845_22', 'PL_1845_23']",
PL_1846,PL,1846,1,27,27,0,0,"['PL_1846_1', 'PL_1846_2', 'PL_1846_3', 'PL_1846_4', 'PL_1846_5', 'PL_1846_6', 'PL_1846_7', 'PL_1846_8', 'PL_1846_9', 'PL_1846_10', 'PL_1846_11', 'PL_1846_12', 'PL_1846_13', 'PL_1846_14', 'PL_1846_15', 'PL_1846_16', 'PL_1846_17', 'PL_1846_18', 'PL_1846_19', 'PL_1846_20', 'PL_1846_21', 'PL_1846_22', 'PL_1846_23', 'PL_1846_24', 'PL_1846_25', 'PL_1846_26', 'PL_1846_27']",
PL_1847,PL,1847,1,8,8,0,0,"['PL_1847_1', 'PL_1847_2', 'PL_1847_3', 'PL_1847_4', 'PL_1847_5', 'PL_1847_6', 'PL_1847_7', 'PL_1847_8']",
PL_1848,PL,1848,1,29,29,0,0,"['PL_1848_1', 'PL_1848_2', 'PL_1848_3', 'PL_1848_4', 'PL_1848_5', 'PL_1848_6', 'PL_1848_7', 'PL_1848_8', 'PL_1848_9', 'PL_1848_10', 'PL_1848_11', 'PL_1848_12', 'PL_1848_13', 'PL_1848_14', 'PL_1848_15', 'PL_1848_16', 'PL_1848_17', 'PL_1848_18', 'PL_1848_19', 'PL_1848_20', 'PL_1848_21', 'PL_1848_22', 'PL_1848_23', 'PL_1848_24', 'PL_1848_25', 'PL_1848_26', 'PL_1848_27', 'PL_1848_28', 'PL_1848_29']",
PL_1849,PL,1849,1,24,24,0,0,"['PL_1849_1', 'PL_1849_2', 'PL_1849_3', 'PL_1849_4', 'PL_1849_5', 'PL_1849_6', 'PL_1849_7', 'PL_1849_8', 'PL_1849_9', 'PL_1849_10', 'PL_1849_11', 'PL_1849_12', 'PL_1849_13', 'PL_1849_14', 'PL_1849_15', 'PL_1849_16', 'PL_1849_17', 'PL_1849_18', 'PL_1849_19', 'PL_1849_20', 'PL_1849_21', 'PL_1849_22', 'PL_1849_23', 'PL_1849_24']",
PL_185,PL,185,1,70,70,0,0,"['PL_185_1', 'PL_185_2', 'PL_185_3', 'PL_185_4', 'PL_185_5', 'PL_185_6', 'PL_185_7', 'PL_185_8', 'PL_185_9', 'PL_185_10', 'PL_185_11', 'PL_185_12', 'PL_185_13', 'PL_185_14', 'PL_185_15', 'PL_185_16', 'PL_185_17', 'PL_185_18', 'PL_185_19', 'PL_185_20', 'PL_185_21', 'PL_185_22', 'PL_185_23', 'PL_185_24', 'PL_185_25', 'PL_185_26', 'PL_185_27', 'PL_185_28', 'PL_185_29', 'PL_185_30', 'PL_185_31', 'PL_185_32', 'PL_185_33', 'PL_185_34', 'PL_185_35', 'PL_185_36', 'PL_185_37', 'PL_185_38', 'PL_185_39', 'PL_185_40', 'PL_185_41', 'PL_185_42', 'PL_185_43', 'PL_185_44', 'PL_185_45', 'PL_185_46', 'PL_185_47', 'PL_185_48', 'PL_185_49', 'PL_185_50', 'PL_185_51', 'PL_185_52', 'PL_185_53', 'PL_185_54', 'PL_185_55', 'PL_185_56', 'PL_185_57', 'PL_185_58', 'PL_185_59', 'PL_185_60', 'PL_185_61', 'PL_185_62', 'PL_185_63', 'PL_185_64', 'PL_185_65', 'PL_185_66', 'PL_185_67', 'PL_185_68', 'PL_185_69', 'PL_185_70']",
PL_1850,PL,1850,1,25,25,0,0,"['PL_1850_1', 'PL_1850_2', 'PL_1850_3', 'PL_1850_4', 'PL_1850_5', 'PL_1850_6', 'PL_1850_7', 'PL_1850_8', 'PL_1850_9', 'PL_1850_10', 'PL_1850_11', 'PL_1850_12', 'PL_1850_13', 'PL_1850_14', 'PL_1850_15', 'PL_1850_16', 'PL_1850_17', 'PL_1850_18', 'PL_1850_19', 'PL_1850_20', 'PL_1850_21', 'PL_1850_22', 'PL_1850_23', 'PL_1850_24', 'PL_1850_25']",
PL_1851,PL,1851,1,31,31,0,0,"['PL_1851_1', 'PL_1851_2', 'PL_1851_3', 'PL_1851_4', 'PL_1851_5', 'PL_1851_6', 'PL_1851_7', 'PL_1851_8', 'PL_1851_9', 'PL_1851_10', 'PL_1851_11', 'PL_1851_12', 'PL_1851_13', 'PL_1851_14', 'PL_1851_15', 'PL_1851_16', 'PL_1851_17', 'PL_1851_18', 'PL_1851_19', 'PL_1851_20', 'PL_1851_21', 'PL_1851_22', 'PL_1851_23', 'PL_1851_24', 'PL_1851_25', 'PL_1851_26', 'PL_1851_27', 'PL_1851_28', 'PL_1851_29', 'PL_1851_30', 'PL_1851_31']",
PL_1852,PL,1852,1,32,32,0,0,"['PL_1852_1', 'PL_1852_2', 'PL_1852_3', 'PL_1852_4', 'PL_1852_5', 'PL_1852_6', 'PL_1852_7', 'PL_1852_8', 'PL_1852_9', 'PL_1852_10', 'PL_1852_11', 'PL_1852_12', 'PL_1852_13', 'PL_1852_14', 'PL_1852_15', 'PL_1852_16', 'PL_1852_17', 'PL_1852_18', 'PL_1852_19', 'PL_1852_20', 'PL_1852_21', 'PL_1852_22', 'PL_1852_23', 'PL_1852_24', 'PL_1852_25', 'PL_1852_26', 'PL_1852_27', 'PL_1852_28', 'PL_1852_29', 'PL_1852_30', 'PL_1852_31', 'PL_1852_32']",
PL_1853,PL,1853,1,21,21,0,0,"['PL_1853_1', 'PL_1853_2', 'PL_1853_3', 'PL_1853_4', 'PL_1853_5', 'PL_1853_6', 'PL_1853_7', 'PL_1853_8', 'PL_1853_9', 'PL_1853_10', 'PL_1853_11', 'PL_1853_12', 'PL_1853_13', 'PL_1853_14', 'PL_1853_15', 'PL_1853_16', 'PL_1853_17', 'PL_1853_18', 'PL_1853_19', 'PL_1853_20', 'PL_1853_21']",
PL_1854,PL,1854,1,21,21,0,0,"['PL_1854_1', 'PL_1854_2', 'PL_1854_3', 'PL_1854_4', 'PL_1854_5', 'PL_1854_6', 'PL_1854_7', 'PL_1854_8', 'PL_1854_9', 'PL_1854_10', 'PL_1854_11', 'PL_1854_12', 'PL_1854_13', 'PL_1854_14', 'PL_1854_15', 'PL_1854_16', 'PL_1854_17', 'PL_1854_18', 'PL_1854_19', 'PL_1854_20', 'PL_1854_21']",
PL_1855,PL,1855,1,24,24,0,0,"['PL_1855_1', 'PL_1855_2', 'PL_1855_3', 'PL_1855_4', 'PL_1855_5', 'PL_1855_6', 'PL_1855_7', 'PL_1855_8', 'PL_1855_9', 'PL_1855_10', 'PL_1855_11', 'PL_1855_12', 'PL_1855_13', 'PL_1855_14', 'PL_1855_15', 'PL_1855_16', 'PL_1855_17', 'PL_1855_18', 'PL_1855_19', 'PL_1855_20', 'PL_1855_21', 'PL_1855_22', 'PL_1855_23', 'PL_1855_24']",
PL_1856,PL,1856,1,24,24,0,0,"['PL_1856_1', 'PL_1856_2', 'PL_1856_3', 'PL_1856_4', 'PL_1856_5', 'PL_1856_6', 'PL_1856_7', 'PL_1856_8', 'PL_1856_9', 'PL_1856_10', 'PL_1856_11', 'PL_1856_12', 'PL_1856_13', 'PL_1856_14', 'PL_1856_15', 'PL_1856_16', 'PL_1856_17', 'PL_1856_18', 'PL_1856_19', 'PL_1856_20', 'PL_1856_21', 'PL_1856_22', 'PL_1856_23', 'PL_1856_24']",
PL_1857,PL,1857,1,19,19,0,0,"['PL_1857_1', 'PL_1857_2', 'PL_1857_3', 'PL_1857_4', 'PL_1857_5', 'PL_1857_6', 'PL_1857_7', 'PL_1857_8', 'PL_1857_9', 'PL_1857_10', 'PL_1857_11', 'PL_1857_12', 'PL_1857_13', 'PL_1857_14', 'PL_1857_15', 'PL_1857_16', 'PL_1857_17', 'PL_1857_18', 'PL_1857_19']",
PL_1858,PL,1858,1,2,2,0,0,"['PL_1858_1', 'PL_1858_2']",
PL_1859,PL,1859,1,25,25,0,0,"['PL_1859_1', 'PL_1859_2', 'PL_1859_3', 'PL_1859_4', 'PL_1859_5', 'PL_1859_6', 'PL_1859_7', 'PL_1859_8', 'PL_1859_9', 'PL_1859_10', 'PL_1859_11', 'PL_1859_12', 'PL_1859_13', 'PL_1859_14', 'PL_1859_15', 'PL_1859_16', 'PL_1859_17', 'PL_1859_18', 'PL_1859_19', 'PL_1859_20', 'PL_1859_21', 'PL_1859_22', 'PL_1859_23', 'PL_1859_24', 'PL_1859_25']",
PL_186,PL,186,1,23,23,0,0,"['PL_186_1', 'PL_186_2', 'PL_186_3', 'PL_186_4', 'PL_186_5', 'PL_186_6', 'PL_186_7', 'PL_186_8', 'PL_186_9', 'PL_186_10', 'PL_186_11', 'PL_186_12', 'PL_186_13', 'PL_186_14', 'PL_186_15', 'PL_186_16', 'PL_186_17', 'PL_186_18', 'PL_186_19', 'PL_186_20', 'PL_186_21', 'PL_186_22', 'PL_186_23']",
PL_1861,PL,1861,1,26,26,0,0,"['PL_1861_1', 'PL_1861_2', 'PL_1861_3', 'PL_1861_4', 'PL_1861_5', 'PL_1861_6', 'PL_1861_7', 'PL_1861_8', 'PL_1861_9', 'PL_1861_10', 'PL_1861_11', 'PL_1861_12', 'PL_1861_13', 'PL_1861_14', 'PL_1861_15', 'PL_1861_16', 'PL_1861_17', 'PL_1861_18', 'PL_1861_19', 'PL_1861_20', 'PL_1861_21', 'PL_1861_22', 'PL_1861_23', 'PL_1861_24', 'PL_1861_25', 'PL_1861_26']",
PL_1862,PL,1862,1,26,26,0,0,"['PL_1862_1', 'PL_1862_2', 'PL_1862_3', 'PL_1862_4', 'PL_1862_5', 'PL_1862_6', 'PL_1862_7', 'PL_1862_8', 'PL_1862_9', 'PL_1862_10', 'PL_1862_11', 'PL_1862_12', 'PL_1862_13', 'PL_1862_14', 'PL_1862_15', 'PL_1862_16', 'PL_1862_17', 'PL_1862_18', 'PL_1862_19', 'PL_1862_20', 'PL_1862_21', 'PL_1862_22', 'PL_1862_23', 'PL_1862_24', 'PL_1862_25', 'PL_1862_26']",
PL_1863,PL,1863,1,23,23,0,0,"['PL_1863_1', 'PL_1863_2', 'PL_1863_3', 'PL_1863_4', 'PL_1863_5', 'PL_1863_6', 'PL_1863_7', 'PL_1863_8', 'PL_1863_9', 'PL_1863_10', 'PL_1863_11', 'PL_1863_12', 'PL_1863_13', 'PL_1863_14', 'PL_1863_15', 'PL_1863_16', 'PL_1863_17', 'PL_1863_18', 'PL_1863_19', 'PL_1863_20', 'PL_1863_21', 'PL_1863_22', 'PL_1863_23']",
PL_1864,PL,1864,1,23,23,0,0,"['PL_1864_1', 'PL_1864_2', 'PL_1864_3', 'PL_1864_4', 'PL_1864_5', 'PL_1864_6', 'PL_1864_7', 'PL_1864_8', 'PL_1864_9', 'PL_1864_10', 'PL_1864_11', 'PL_1864_12', 'PL_1864_13', 'PL_1864_14', 'PL_1864_15', 'PL_1864_16', 'PL_1864_17', 'PL_1864_18', 'PL_1864_19', 'PL_1864_20', 'PL_1864_21', 'PL_1864_22', 'PL_1864_23']",
